idenccc,ordentra,nuts1,cnace,estrato2,control,mercado,regulacion,sexo,tipopais,cno1,responsa,estu,anoanti,mesanti,tipojor,tipocon,fijodism,fijodisd,val,van,puentes,jap,jsp1,jsp2,hextra,drelabm,siespm1,dsiespm1,siespm2,dsiespm2,salbase,extraorm,phextra,comsal,comsaltt,irpfmes,cotiza,base,drelabam,drelabad,siespa1,dsiespa1,siespa2,dsiespa2,siespa3,dsiespa3,siespa4,dsiespa4,retrinoin,retriin,gextra,vespnoin,vespin,anos2,factotal,diasmes,diasrelaba,diasano,salmes,salmor,salneto,salanual,salaor,jmp1,salhora,treatment,outcome
00014036,04,4,Q0,1,2,1,2,6,1,B0,0,6,0,7,1,1,0,0,0,30,6,1728,38,0,0,31,6,0,6,0,1844.18,0,0,400,0,239.74,117.11,1844.18,8,7,6,0,6,0,6,0,6,0,15552.58,0,0,0,0,02,270.13,31,250.36,250.36,2244.18,2244.18,1887.33,22674.1160728551,22674.1160728551,165.3,13.5764065335753,0,1887.33
00014220,02,4,Q0,2,2,2,1,6,1,B0,0,6,19,7,1,1,0,0,0,30,4,1568,35,0,0,31,6,0,6,0,1212.59,0,0,135.5,19.93,125.51,101.48,1596.47,12,0,1,7,6,0,6,0,6,0,18666.72,232.8,0,0,0,04,90.05,31,365,365,1348.09,1348.09,1121.1,18899.52,18899.52,152.25,8.85444991789819,0,1121.1
00014292,08,4,Q0,3,1,1,5,6,1,B0,0,6,2,1,2,2,0,0,0,30,6,907,21,0,0,31,1,15,6,0,1721.95,0,0,0,0,258.29,106.02,1669.65,12,0,1,49,1,110,1,365,6,0,12254.55,3685.52,1504.01,0,0,04,51.72,31,365,255,1721.95,1721.95,1357.64,22816.178627451,20663.38,91.35,18.8500273672688,1,1357.64
00014292,22,4,Q0,3,1,1,5,1,1,B0,0,6,4,11,2,2,0,0,0,30,6,759,17,30,0,31,6,0,6,0,535.53,0,0,795.23,73.64,332.09,95.1,1476.43,12,0,6,0,1,35,6,0,6,0,14352.12,0,1558.47,0,0,03,51.72,31,365,330,1330.76,1330.76,903.57,15874.3145454545,14150.5522727273,76.125,17.4812479474548,1,903.57
00014292,23,4,Q0,3,1,1,5,6,1,B0,0,6,2,2,2,2,0,0,0,30,6,380,9,0,0,31,6,0,6,0,267.67,0,0,447.3,137.67,118.71,50.34,786.7,12,0,6,0,6,0,6,0,6,0,9010.82,0,733.45,0,0,03,51.72,31,365,365,714.97,714.97,545.92,9010.82,8277.37,39.15,18.2623243933589,1,545.92
00014396,02,4,Q0,1,1,1,5,6,1,B0,0,6,18,4,1,2,0,0,0,0,0,1519,37,0,0,31,6,0,6,0,1071.06,0,0,1646.68,391.56,377.75,192.15,3002.29,6,13,6,0,6,0,6,0,6,0,20183.72,0,1581.43,0,0,05,27.3,31,195.52,195.52,2717.74,2717.74,2147.84,37679.3054418985,34727.0655175941,160.95,16.8856166511339,1,2147.84
00014396,06,4,Q0,1,1,1,5,6,1,B0,0,6,2,1,2,2,0,0,21,0,1,759,17,30,0,31,6,0,6,0,535.53,0,0,1778.17,1322.79,422.02,156.28,2441.85,12,0,6,0,6,0,6,0,6,0,35695.24,0,1546.54,0,0,02,27.3,31,365,365,2313.7,2313.7,1735.4,35695.24,34148.7,76.125,30.3934318555008,1,1735.4
00014486,04,4,Q0,3,1,1,5,6,1,B0,0,6,18,0,1,1,0,0,22,0,0,1519,37,0,0,31,6,0,6,0,1071.06,0,0,2300.29,0,718.43,190,3767.54,12,0,6,0,6,0,6,0,6,0,45356.21,0,0,0,0,06,36.4,31,365,365,3371.35,3371.35,2462.92,45356.21,45356.21,160.95,20.9465672569121,1,2462.92
00014486,07,4,Q0,3,1,1,5,6,1,B0,0,6,43,0,1,1,0,0,22,0,0,1519,37,0,0,31,1,27,6,0,3678.73,0,0,0,0,787.98,230.32,3627.01,12,0,1,89,6,0,6,0,6,0,37431.01,6713.78,0,0,0,06,36.4,31,365,365,3678.73,3678.73,2660.43,44144.79,44144.79,160.95,22.8563529046288,1,2660.43
00014486,13,4,Q0,3,1,1,5,1,1,B0,0,6,32,0,1,1,0,0,22,0,0,1519,37,0,0,31,6,0,6,0,1071.06,0,0,2423.42,0,737.68,246.16,3876.47,12,0,6,0,6,0,6,0,6,0,46694.34,0,0,0,0,05,36.4,31,365,365,3494.48,3494.48,2510.64,46694.34,46694.34,160.95,21.7115874495185,1,2510.64
00014486,17,4,Q0,3,1,1,5,6,1,B0,0,6,20,0,1,1,0,0,22,0,0,1519,37,0,0,31,6,0,6,0,803.3,0,0,1650.71,350,384.3,129,2711.71,12,0,6,0,6,0,6,0,6,0,24576,0,0,0,0,04,36.4,31,365,365,2454.01,2454.01,1940.71,24576,24576,160.95,15.2470332401367,1,1940.71
00014486,23,4,Q0,3,1,1,5,6,1,B0,0,6,13,3,1,1,0,0,22,0,0,1631,37,50,0,31,6,0,6,0,1071.06,0,0,3140.76,0,446.33,140.17,2920.22,12,0,1,211,6,0,6,0,6,0,20420.96,17130.75,0,0,0,04,36.4,31,365,365,4211.82,4211.82,3625.32,37551.71,37551.71,164.575,25.5921008658666,1,3625.32
00014486,24,4,Q0,3,1,1,5,6,1,D0,0,6,16,3,1,1,0,0,23,0,0,1631,37,50,0,31,6,0,6,0,669.3,0,0,1174.97,0,268.53,133.46,2101.77,12,0,1,45,6,0,6,0,6,0,24701.56,1913.89,0,0,0,04,36.4,31,365,365,1844.27,1844.27,1442.28,26615.45,26615.45,164.575,11.2062585447364,1,1442.28
00015110,04,4,Q0,3,1,1,5,6,1,B0,0,6,33,9,1,1,0,0,0,30,0,1491,31,0,0,31,6,0,6,0,1071.06,0,0,2426.35,217.7,770.83,184.17,3836.76,12,0,1,3,6,0,6,0,6,0,49635.31,0,0,0,0,05,41.28,31,365,365,3497.41,3497.41,2542.41,49635.31,49635.31,134.85,25.9355580274379,1,2542.41
00015110,10,4,Q0,3,1,1,5,6,1,B0,0,6,14,7,1,1,0,0,0,30,0,1491,31,0,0,31,1,7,6,0,3815.92,0,0,0,0,834.18,247.17,3892.39,12,0,1,81,6,0,6,0,6,0,39621.33,6169.66,0,0,0,04,41.28,31,365,365,3815.92,3815.92,2734.57,45790.99,45790.99,134.85,28.2975157582499,1,2734.57
00015110,12,4,Q0,3,1,1,5,6,1,B0,0,6,18,3,1,1,0,0,0,30,0,1491,31,0,0,31,6,0,6,0,1071.06,0,0,2285.18,137.67,724.28,177.41,3695.94,12,0,1,4,6,0,6,0,6,0,49405.14,0,0,0,0,05,41.28,31,365,365,3356.24,3356.24,2454.55,49405.14,49405.14,134.85,24.8886911383018,1,2454.55
00015110,14,4,Q0,3,1,1,5,6,1,B0,0,6,6,8,1,1,0,0,0,30,2,1519,35,0,0,31,6,0,6,0,1071.06,0,0,1471.8,0,508.57,137.2,2858.2,12,0,6,0,6,0,1,365,6,0,35057.4,0,0,0,0,04,41.28,31,365,365,2542.86,2542.86,1897.09,35057.4,35057.4,152.25,16.7018719211823,1,1897.09
00015110,19,4,Q0,3,1,1,5,6,1,B0,0,6,41,0,1,1,0,0,22,0,2,1519,35,0,0,31,1,5,6,0,3937.8,0,0,0,0,724.09,243.46,3833.96,12,0,1,35,6,0,6,0,6,0,44433.53,2820.12,0,0,0,06,41.28,31,365,365,3937.8,3937.8,2970.25,47253.65,47253.65,152.25,25.864039408867,1,2970.25
00015110,21,4,Q0,3,1,1,5,1,1,B0,0,6,12,9,1,1,0,0,22,0,2,1519,35,0,0,31,6,0,6,0,1071.06,0,0,1546.96,0,478.84,139.96,2915.76,12,0,6,0,6,0,1,21,6,0,33993.57,0,0,0,0,04,41.28,31,365,365,2618.02,2618.02,1999.22,33993.57,33993.57,152.25,17.1955336617406,1,1999.22
00015110,24,4,Q0,3,1,1,5,6,1,B0,0,6,44,4,1,1,0,0,0,30,0,1519,35,0,0,31,1,31,6,0,3386.17,0,0,0,0,684.37,213.64,3364.42,12,0,1,292,6,0,6,0,6,0,19219.51,21414.52,0,0,0,06,41.28,31,365,365,3386.17,3386.17,2488.16,40634.03,40634.03,152.25,22.2408538587849,1,2488.16
00015277,02,4,Q0,1,1,1,5,6,1,B0,0,6,1,3,1,2,0,0,22,0,2,1519,35,0,0,31,1,7,6,0,2638.52,0,0,0,0,21.81,177.13,2789.41,12,0,1,7,6,0,6,0,6,0,27418.45,4243.77,0,0,0,03,58.9,31,365,365,2638.52,2638.52,2439.58,31662.22,31662.22,152.25,17.3301806239737,1,2439.58
00015277,05,4,Q0,1,1,1,5,6,1,B0,0,6,23,0,1,2,0,0,24,0,4,1519,37,0,0,31,6,0,6,0,1071.06,0,0,1258.06,986.44,360.17,159.55,2492.93,12,0,6,0,6,0,6,0,6,0,40401.49,0,0,0,0,04,58.9,31,365,365,2329.12,2329.12,1809.4,40401.49,40401.49,160.95,14.4710779745263,1,1809.4
00015634,06,4,Q0,3,2,2,2,6,1,H0,0,6,0,3,2,1,0,0,0,13,0,867,21,30,0,31,6,0,6,0,691.16,0,0,59.08,0,15.01,52.64,829.33,5,16,1,59,6,0,6,0,6,0,2228.28,1068.94,281.39,0,0,03,65.76,31,168.1,168.1,750.24,750.24,682.59,7159.34146341463,6548.35187388459,93.525,8.02181234963913,0,682.59
00015654,01,4,Q0,3,1,1,5,6,1,B0,1,6,26,9,1,1,0,0,25,0,0,1642,37,30,0,31,6,0,6,0,1086.81,5136.34,0,2826.85,0,2163.26,198.69,4139.4,12,0,6,0,6,0,6,0,6,0,56894.63,0,10212.74,0,0,05,67.36,31,365,365,9050,3913.66,6688.05,56894.63,46681.89,163.125,55.4789272030651,1,6688.05
00015654,03,4,Q0,3,1,1,5,6,1,B0,0,6,31,5,1,1,0,0,26,0,0,1642,37,30,0,31,6,0,6,0,1086.81,0,0,2193.42,83.2,629.8,178.11,3710.6,12,0,1,7,6,0,6,0,6,0,44604.11,557.25,5944.35,0,0,05,67.36,31,365,365,3280.23,3280.23,2472.32,45161.36,39217.01,163.125,20.1086896551724,1,2472.32
00015654,05,4,Q0,3,1,1,5,6,1,B0,0,6,36,1,1,1,0,0,26,0,0,1642,37,30,0,31,6,0,6,0,1086.81,0,0,2544.04,224.39,828.59,195.78,4078.69,12,0,6,0,6,0,6,0,6,0,50545.72,0,6388.48,0,0,05,67.36,31,365,365,3630.85,3630.85,2606.48,50545.72,44157.24,163.125,22.2580842911877,1,2606.48
00015654,07,4,Q0,3,1,1,5,6,1,B0,0,6,23,9,1,1,0,0,24,0,0,1642,37,30,0,31,6,0,6,0,1086.81,0,0,2246.96,548.24,698.45,178.03,3708.99,12,0,6,0,6,0,6,0,6,0,44572.51,0,5465.18,0,0,04,67.36,31,365,365,3333.77,3333.77,2457.29,44572.51,39107.33,163.125,20.4369042145594,1,2457.29
00015654,12,4,Q0,3,1,1,5,6,1,B0,0,6,15,8,1,1,0,0,23,0,0,1642,37,30,0,31,6,0,6,0,1086.81,0,0,1473.86,0,546.97,167.04,3480.02,12,0,1,7,6,0,6,0,6,0,36610.91,432,6393.24,0,0,04,67.36,31,365,365,2560.67,2560.67,1846.66,37042.91,30649.67,163.125,15.6975938697318,1,1846.66
00015654,13,4,Q0,3,1,1,5,6,1,B0,0,6,29,3,1,1,0,0,25,0,0,1642,37,30,0,31,6,0,6,0,1086.81,0,0,2069.55,0,740.75,171.26,3567.86,12,0,1,10,6,0,6,0,6,0,45118.51,802.77,8327.01,0,0,05,67.36,31,365,365,3156.36,3156.36,2244.35,45921.28,37594.27,163.125,19.3493333333333,1,2244.35
00015654,17,4,Q0,3,1,1,5,6,1,B0,0,6,19,11,1,1,0,0,23,0,0,1642,37,30,0,31,6,0,6,0,1086.71,0,0,2023.13,509.13,682.78,165.89,3456.04,12,0,6,0,6,0,6,0,6,0,42110.62,0,4789.96,0,0,04,67.36,31,365,365,3109.84,3109.84,2261.17,42110.62,37320.66,163.125,19.064153256705,1,2261.17
00015654,19,4,Q0,3,1,1,5,6,1,B0,0,6,24,8,1,1,0,0,24,0,0,1642,37,30,0,31,6,0,6,0,1086.81,0,0,1638.39,84.42,408.8,147.37,3070.12,12,0,1,7,6,0,6,0,6,0,36834.9,425.5,4636.9,0,0,06,67.36,31,365,365,2725.2,2725.2,2169.03,37260.4,32623.5,163.125,16.7062068965517,1,2169.03
00015654,21,4,Q0,3,1,1,5,6,1,B0,0,6,35,2,1,1,0,0,26,0,0,1642,37,30,0,31,6,0,6,0,1086.81,0,0,2149.7,0,677.21,175.57,3657.6,12,0,6,0,6,0,6,0,6,0,44389.08,0,5550.96,0,0,06,67.36,31,365,365,3236.51,3236.51,2383.73,44389.08,38838.12,163.125,19.8406743295019,1,2383.73
00015654,23,4,Q0,3,1,1,5,6,1,B0,0,6,36,10,1,1,0,0,26,0,0,1642,37,30,0,31,6,0,6,0,1086.81,0,0,2110.01,0,716.22,188.18,3920.41,12,0,1,5,6,0,6,0,6,0,45650.78,392.04,7963.04,0,0,06,67.36,31,365,365,3196.82,3196.82,2292.42,46042.82,38079.78,163.125,19.5973639846743,1,2292.42
00015887,01,4,Q0,3,1,1,5,6,1,B0,0,6,7,2,1,2,0,0,22,0,2,1540,37,30,0,31,6,0,6,0,1071.06,1164.7,0,1578.54,0,1151.91,192.58,2650.5,12,0,1,7,6,0,6,0,6,0,42826.93,507.59,1631.11,0,0,03,38.43,31,365,365,3814.3,2649.6,2469.81,43334.52,41703.41,163.125,23.3826819923372,1,2469.81
00015887,03,4,Q0,3,1,1,5,6,1,B0,0,6,21,11,1,2,0,0,24,0,2,1642,37,30,0,31,6,0,6,0,1071.06,0,0,1515.53,0,453.36,178.05,2803.98,12,0,6,0,6,0,6,0,6,0,36183.16,0,3438.16,0,0,04,38.43,31,365,365,2586.59,2586.59,1955.18,36183.16,32745,163.125,15.8564904214559,1,1955.18
00015887,07,4,Q0,3,1,1,5,6,1,B0,0,6,25,6,1,2,0,0,25,0,2,1642,37,30,58,31,6,0,6,0,1071.06,0,2301.92,2280.01,0,722.01,232.26,3355.56,12,0,1,5,6,0,6,0,6,0,42815.8,558.46,3574.6,0,0,04,38.43,31,365,365,5652.99,5652.99,4698.72,43374.26,39799.66,221.125,25.5646806105144,1,4698.72
00015887,08,4,Q0,3,1,1,5,1,1,B0,0,6,2,7,1,2,0,0,22,0,2,1540,37,30,54,31,6,0,6,0,1071.06,0,1388.96,1992.79,0,528.82,208.41,2542.9,11,24,1,8,6,0,6,0,6,0,30229.15,378.45,942.2,0,0,02,38.43,31,358.62,358.62,4452.81,4452.81,3715.58,31152.1220233116,30193.1598906921,217.125,20.5080483592401,1,3715.58
00015887,09,4,Q0,3,1,1,5,6,1,B0,0,6,21,9,1,2,0,0,24,0,2,1642,37,30,75,31,6,0,6,0,1071.06,0,1981.62,3288.2,476.16,1145.44,262.78,4139.4,12,0,1,5,6,0,6,0,6,0,53548.15,620.91,3813.22,0,0,05,38.43,31,365,365,6340.88,6340.88,4932.66,54169.06,50355.84,238.125,26.6283674540682,1,4932.66
00015887,11,4,Q0,3,1,1,5,6,1,B0,0,6,17,11,1,2,0,0,22,0,2,1642,37,30,0,31,6,0,6,0,1071.06,0,0,1424.23,0,420.65,170.85,2690.63,12,0,6,0,6,0,6,0,6,0,33289.8,0,3348.72,0,0,03,38.43,31,365,365,2495.29,2495.29,1903.79,33289.8,29941.08,163.125,15.2967969348659,1,1903.79
00015887,12,4,Q0,3,1,1,5,6,1,B0,0,6,0,6,1,2,0,0,11,0,3,1642,37,30,0,31,6,0,6,0,1071.06,0,0,1805.58,0,438.5,161.47,2542.9,8,5,6,0,6,0,6,0,6,0,24797.66,0,0,0,0,02,38.43,31,248.36,248.36,2876.64,2876.64,2276.67,36443.6539700435,36443.6539700435,163.125,17.6345747126437,1,2276.67
00015887,16,4,Q0,3,1,1,5,6,1,B0,0,6,7,1,1,2,0,0,22,0,2,1642,37,30,72,31,6,0,6,0,1071.06,1212.01,1265.24,2529.52,265.24,756.12,167.02,2630.11,12,0,1,6,6,0,6,0,6,0,44258.96,323.78,2424.2,0,0,02,38.43,31,365,365,6077.83,4865.82,5154.69,44582.74,42158.54,235.125,25.8493567251462,1,5154.69
00015887,17,4,Q0,3,1,1,5,6,1,B0,0,6,7,2,1,2,0,0,22,0,2,1642,37,30,0,31,1,6,6,0,3482.17,0,0,0,0,730.16,167.01,2630.11,12,0,1,6,6,0,6,0,6,0,44426.04,323.78,2963.74,0,0,03,38.43,31,365,365,3482.17,3482.17,2585,44749.82,41786.08,163.125,21.3466360153257,1,2585
00015887,20,4,Q0,3,1,1,5,6,1,B0,0,6,9,8,1,2,0,0,22,0,2,1642,37,30,51,31,6,0,6,0,1071.06,0,951,2814.16,1251.99,975.48,259.5,2834.77,12,0,1,15,6,0,6,0,6,0,51346.55,1862.74,3291.2,0,0,03,38.43,31,365,365,4836.22,4836.22,3601.24,53209.29,49918.09,214.125,22.5859661412726,1,3601.24
00015887,21,4,Q0,3,1,1,5,6,1,C0,0,6,28,11,1,2,0,0,25,0,2,1642,37,30,0,31,6,0,6,0,1071.06,0,0,1700.92,0,480.82,189.87,2990.07,12,0,6,0,6,0,6,0,6,0,37887.03,0,3553.2,0,0,05,38.43,31,365,365,2771.98,2771.98,2101.29,37887.03,34333.83,163.125,16.9929808429119,1,2101.29
00015887,22,4,Q0,3,1,1,5,6,1,B0,0,6,20,8,1,2,0,0,24,0,2,1642,37,30,92,31,6,0,6,0,1071.06,0,1858.08,4230.12,1858.08,1487.13,262.76,4139.93,12,0,1,11,6,0,6,0,6,0,58070.42,827.88,3473.64,0,0,04,38.43,31,365,365,7159.26,7159.26,5409.37,58898.3,55424.66,255.125,28.0617736403724,1,5409.37
00015930,03,4,Q0,2,1,1,1,6,1,C0,1,6,19,4,1,1,0,0,23,0,0,1631,37,30,0,31,6,0,6,0,1071.06,0,0,1784.67,0,524.6,156.17,3253.55,12,0,6,0,6,0,6,0,6,0,39050.64,0,0,0,0,05,57.57,31,365,365,2855.73,2855.73,2174.96,39050.64,39050.64,163.125,17.5063908045977,1,2174.96
00015930,05,4,Q0,2,1,1,1,1,1,F0,1,6,20,0,1,1,0,0,24,0,0,1631,37,30,0,31,6,0,6,0,669.3,0,0,1242.33,0,296.11,105.78,2203.79,12,0,6,0,6,0,6,0,6,0,26323.5,0,0,0,0,05,57.57,31,365,365,1911.63,1911.63,1509.74,26323.5,26323.5,163.125,11.7188045977012,1,1509.74
00015930,06,4,Q0,2,1,1,1,6,1,A0,1,6,21,1,1,2,0,0,24,0,0,1631,37,30,0,31,6,0,6,0,1071.06,0,0,3628.66,0,1200.31,198.69,4139.4,12,0,6,0,6,0,6,0,6,0,62210.38,0,0,0,0,04,57.57,31,365,365,4699.72,4699.72,3300.72,62210.38,62210.38,163.125,28.8105440613027,1,3300.72
00015930,08,4,Q0,2,1,1,1,1,1,C0,0,6,23,5,1,1,0,0,24,0,0,1631,37,30,0,31,6,0,6,0,1071.06,0,0,1100.52,0,364.61,119.06,2480.5,12,0,6,0,6,0,6,0,6,0,29672.1,0,0,0,0,05,57.57,31,365,365,2171.58,2171.58,1687.91,29672.1,29672.1,163.125,13.312367816092,1,1687.91
00015930,10,4,Q0,2,1,1,1,1,1,C0,1,6,24,9,1,1,0,0,24,0,0,1631,37,30,0,31,6,0,6,0,1071.06,0,0,1986.95,0,628.42,166.35,3465.46,12,0,6,0,6,0,6,0,6,0,29672.1,0,0,0,0,05,57.57,31,365,365,3058.01,3058.01,2263.24,29672.1,29672.1,163.125,18.7464214559387,1,2263.24
00015930,15,4,Q0,2,1,1,1,6,1,F0,0,6,6,10,1,1,0,0,22,0,0,1631,37,30,0,31,6,0,6,0,669.3,0,0,1027.34,0,205.72,90.75,1890.66,12,0,6,0,6,0,6,0,6,0,25082.9,0,0,0,0,04,57.57,31,365,365,1696.64,1696.64,1400.17,25082.9,25082.9,163.125,10.4008582375479,1,1400.17
00016571,02,4,Q0,2,1,1,5,6,1,B0,0,6,37,0,1,1,0,0,0,30,0,1631,37,30,0,31,1,31,6,0,2874.1,0,0,0,0,535.78,229.27,3610.5,12,0,1,365,6,0,6,0,6,0,5279.16,32944.9,3734.86,0,0,05,44.6,31,365,365,2874.1,2874.1,2109.05,38224.06,34489.2,163.125,17.6190038314176,1,2109.05
00016571,03,4,Q0,2,1,1,5,6,1,B0,0,6,24,0,1,1,0,0,0,30,2,1631,37,30,0,31,6,0,6,0,1086.81,0,0,2803.18,0,815.44,198.69,4139.4,12,0,1,16,6,0,6,0,6,0,44869.7,508.75,3552.16,0,0,04,44.6,31,365,365,3889.99,3889.99,2875.86,45378.45,41826.29,163.125,23.8466819923372,1,2875.86
00016571,04,4,Q0,2,1,1,5,1,1,B0,0,6,5,10,1,1,0,0,0,30,2,1631,37,30,0,31,6,0,6,0,1086.81,0,0,1700.2,0,628.12,146.49,3051.87,10,14,1,7,6,0,6,0,6,0,33410.44,413.76,3039.34,0,0,03,44.6,31,318.2,318.2,2787.01,2787.01,2012.4,38798.9723444375,35312.6143934632,163.125,17.0851187739464,1,2012.4
00016571,05,4,Q0,2,1,1,5,6,1,B0,0,6,30,3,1,1,0,0,0,30,2,1631,37,30,0,31,6,0,6,0,1086.81,0,0,3345.05,0,1012.6,198.69,4139.4,12,0,6,0,6,0,6,0,6,0,53522.19,0,3667.2,0,0,05,44.6,31,365,365,4431.86,4431.86,3220.57,53522.19,49854.99,163.125,27.1684904214559,1,3220.57
00016571,10,4,Q0,2,1,1,5,6,1,B0,0,6,38,0,1,1,0,0,0,30,2,1631,37,30,0,31,6,0,6,0,1086.81,0,0,3245.85,0,1124.29,198.69,4139.4,12,0,1,9,6,0,6,0,6,0,56019.57,827.92,3811,0,0,06,44.6,31,365,365,4332.66,4332.66,3009.68,56847.49,53036.49,163.125,26.560367816092,1,3009.68
00016571,11,4,Q0,2,1,1,5,6,1,B0,0,6,30,4,1,1,0,0,0,30,2,1631,37,30,0,31,1,31,6,0,3974.23,0,0,0,0,911.09,262.85,4139.4,12,0,1,120,6,0,6,0,6,0,39663.61,11694.36,3667.2,0,0,05,44.6,31,365,365,3974.23,3974.23,2800.29,51357.97,47690.77,163.125,24.3630957854406,1,2800.29
00016571,13,4,Q0,2,1,1,5,6,1,B0,1,6,36,2,1,1,0,0,0,30,2,1631,37,30,0,31,6,0,6,0,1086.81,0,0,3530.41,0,1125.78,198.69,4139.4,12,0,1,10,6,0,6,0,6,0,59565.35,931.41,4207.99,0,0,06,44.6,31,365,365,4617.22,4617.22,3292.75,60496.76,56288.77,163.125,28.3047969348659,1,3292.75
00016571,14,4,Q0,2,1,1,5,1,1,B0,0,6,26,10,1,1,0,0,0,30,2,1631,37,30,0,31,6,0,6,0,1086.81,0,0,2595.28,0,736.5,191.06,3980.5,12,0,1,7,6,0,6,0,6,0,44993.05,564.24,3580.92,0,0,05,44.6,31,365,365,3682.09,3682.09,2754.53,45557.29,41976.37,163.125,22.5721992337165,1,2754.53
00016571,15,4,Q0,2,1,1,5,1,1,C0,0,6,23,3,1,1,0,0,0,30,2,1631,37,30,0,31,6,0,6,0,1086.81,0,0,1261.17,0,399.02,126.87,2643.13,12,0,1,10,6,0,6,0,6,0,30931.47,522.96,3810.85,0,0,05,44.6,31,365,365,2347.98,2347.98,1822.09,31454.43,27643.58,163.125,14.3937471264368,1,1822.09
00016571,16,4,Q0,2,1,1,5,6,1,B0,0,6,10,4,1,1,0,0,0,30,2,1631,37,30,0,31,6,0,6,0,1086.81,0,0,1003.68,0,311.92,113.51,2364.93,12,0,1,9,6,0,6,0,6,0,27928.03,472.96,3293.32,0,0,03,44.6,31,365,365,2090.49,2090.49,1665.06,28400.99,25107.67,163.125,12.8152643678161,1,1665.06
00016590,04,4,Q0,3,1,1,5,6,1,B0,0,6,18,9,1,1,0,0,22,0,6,1642,37,30,0,31,6,0,6,0,1071,0,0,2118,288,709,171,3562,12,0,1,10,6,0,6,0,6,0,44396,527,4812,0,0,04,92.72,31,365,365,3189,3189,2309,44923,40111,163.125,19.5494252873563,1,2309
00016590,07,4,Q0,3,1,1,5,6,1,B0,0,6,32,3,1,1,0,0,22,0,6,1642,37,30,0,31,6,0,6,0,1071,0,0,1909,0,616,161,3362,12,0,1,140,6,0,6,0,6,0,33123,10244,4956,0,0,05,92.72,31,365,365,2980,2980,2203,43367,38411,163.125,18.2681992337165,1,2203
00016590,10,4,Q0,3,1,1,5,6,1,E0,0,6,31,9,1,1,0,0,22,0,6,1642,37,30,0,31,6,0,6,0,1071,0,0,1304,0,422,128,1674,12,0,6,0,6,0,6,0,6,0,35567,0,4128,0,0,05,92.72,31,365,365,2375,2375,1825,35567,31439,163.125,14.5593869731801,1,1825
00016590,15,4,Q0,3,1,1,5,6,1,B0,0,6,31,2,1,1,0,0,22,0,6,1642,37,30,0,31,6,0,6,0,1071,0,0,2310,375,769,181,3767,12,0,6,0,6,0,6,0,6,0,51098,0,5304,0,0,06,92.72,31,365,365,3381,3381,2431,51098,45794,163.125,20.7264367816092,1,2431
00016590,22,4,Q0,3,1,1,5,6,1,B0,0,6,42,4,1,1,0,0,22,0,6,1642,37,30,0,31,6,0,6,0,1071,0,0,2500,0,813,194,4052,12,0,1,41,6,0,6,0,6,0,48624,924,6274,0,0,06,92.72,31,365,365,3571,3571,2564,49548,43274,163.125,21.8911877394636,1,2564
00016590,23,4,Q0,3,1,1,5,6,1,B0,0,6,18,2,1,1,0,0,22,0,6,1642,37,30,0,31,6,0,6,0,1071,0,0,1609,0,495,145,3020,12,0,6,0,6,0,6,0,6,0,36895,0,3915,0,0,04,92.72,31,365,365,2680,2680,2040,36895,32980,163.125,16.4291187739464,1,2040
00017138,03,4,Q0,3,1,1,5,6,1,C0,0,6,20,10,1,1,0,0,22,0,0,1631,37,30,0,31,6,0,6,0,2178.23,0,0,639.51,0,543.3,146.88,3125.18,12,0,1,12,6,0,6,0,6,0,37074.13,463.32,3645.74,0,0,05,29.76,31,365,365,2817.74,2817.74,2127.56,37537.45,33891.71,163.125,17.2735019157088,1,2127.56
00017138,07,4,Q0,3,1,1,5,1,1,B0,0,6,39,4,1,1,0,0,22,0,0,1631,37,30,0,31,1,31,6,0,3333.65,0,0,0,0,709.4,252.13,3970.5,12,0,1,283,6,0,6,0,6,0,16893.72,26892.21,3782.19,0,0,06,29.76,31,365,365,3333.65,3333.65,2372.12,43785.93,40003.74,163.125,20.4361685823755,1,2372.12
00017138,08,4,Q0,3,1,1,5,6,1,B0,0,6,25,9,1,1,0,0,22,0,0,1631,37,30,0,31,6,0,6,0,1826.93,0,0,2905.23,768.06,1183.62,194.55,4139.4,12,0,6,0,6,0,6,0,6,0,60070.78,0,2009.59,0,0,06,29.76,31,365,365,4732.16,4732.16,3353.99,60070.78,58061.19,163.125,29.0094099616858,1,3353.99
00017138,09,4,Q0,3,1,1,5,6,1,B0,0,6,37,1,1,1,0,0,22,0,0,1631,37,30,0,31,6,0,6,0,1965.51,0,0,698.02,0,502.09,140.98,2999.57,12,0,1,16,6,0,6,0,6,0,34622.15,844.68,4064.86,0,0,06,29.76,31,365,365,2663.53,2663.53,2020.46,35466.83,31401.97,163.125,16.328153256705,1,2020.46
00017138,20,4,Q0,3,1,1,5,6,1,B0,0,6,34,6,1,1,0,0,22,0,0,1631,37,30,0,31,6,0,6,0,1827.69,0,0,1125.46,0,658.07,168.21,3578.98,12,0,6,0,6,0,6,0,6,0,43244.15,0,3699.22,0,0,05,29.76,31,365,365,2953.15,2953.15,2126.87,43244.15,39544.93,163.125,18.1036015325671,1,2126.87
